episode,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_ffd,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
1,53.33,0.0,100.0,0.0,100.0,0.0,499.1,8.0,16.09,0.75,0.08
2,0.0,0.0,100.0,0.0,100.0,0.0,124.2,16.0,9.87,0.75,0.1
3,53.33,0.0,100.0,0.0,100.0,0.0,518.07,8.0,15.65,0.75,0.1
4,80.0,0.0,100.0,0.0,100.0,0.0,524.4,4.0,36.8,0.75,0.09
5,0.0,0.0,100.0,0.0,100.0,0.0,388.0,16.0,9.97,0.75,0.09
6,0.0,0.0,100.0,0.0,100.0,0.0,509.9,16.0,10.37,0.75,0.09
7,53.33,0.0,100.0,0.0,100.0,0.0,430.26,8.0,19.3,0.75,0.13
8,53.33,0.0,100.0,0.0,100.0,0.0,225.4,8.0,19.74,0.75,0.1
9,93.33,0.0,100.0,0.0,100.0,0.0,285.2,2.0,32.39,0.75,0.08
10,0.0,0.0,100.0,0.0,100.0,0.0,698.79,16.0,8.22,0.75,0.09
11,18.0,0.41,59.0,41.0,59.0,0.0,221.38,1.0,35.81,0.75,0.08
12,93.33,0.0,100.0,0.0,100.0,0.0,534.05,2.0,39.45,0.75,0.09
13,0.0,0.0,100.0,0.0,100.0,0.0,359.09,16.0,9.25,0.75,0.08
14,0.0,0.0,100.0,0.0,100.0,0.0,522.96,16.0,8.61,0.75,0.11
15,53.33,0.0,100.0,0.0,100.0,0.0,232.87,8.0,18.69,0.75,0.12
16,0.0,0.0,100.0,0.0,100.0,0.0,482.3,16.0,9.9,0.75,0.1
17,80.0,0.0,100.0,0.0,100.0,0.0,514.79,4.0,32.03,0.75,0.12
18,53.33,0.0,100.0,0.0,100.0,0.0,597.3,8.0,17.0,0.75,0.09
19,93.33,0.0,100.0,0.0,100.0,0.0,647.16,2.0,29.08,0.75,0.08
20,0.0,0.0,100.0,0.0,100.0,0.0,338.39,16.0,9.18,0.75,0.07
21,0.0,0.0,100.0,0.0,100.0,0.0,506.16,16.0,9.11,0.75,0.07
22,0.0,0.0,100.0,0.0,100.0,0.0,549.57,16.0,9.53,0.75,0.07
23,0.0,0.0,100.0,0.0,100.0,0.0,666.01,16.0,8.0,0.75,0.07
24,93.33,0.0,100.0,0.0,100.0,0.0,750.0,2.0,37.93,0.75,0.06
25,53.33,0.0,100.0,0.0,100.0,0.0,436.3,8.0,19.42,0.75,0.09
26,0.0,0.0,100.0,0.0,100.0,0.0,442.91,16.0,9.54,0.75,0.07
27,53.33,0.0,100.0,0.0,100.0,0.0,597.59,8.0,20.36,0.75,0.07
28,93.33,0.0,100.0,0.0,100.0,0.0,203.84,2.0,32.09,0.75,0.09
29,80.0,0.0,100.0,0.0,100.0,0.0,340.11,4.0,39.6,0.75,0.17
30,28.0,0.36,64.0,36.0,64.0,0.0,494.5,1.0,31.73,0.75,0.08
31,0.0,0.0,100.0,0.0,100.0,0.0,537.62,16.0,8.85,0.75,0.08
32,80.0,0.0,100.0,0.0,100.0,0.0,270.54,4.0,34.05,0.75,0.09
33,53.33,0.0,100.0,0.0,100.0,0.0,401.64,8.0,18.0,0.75,0.19
34,93.33,0.0,100.0,0.0,100.0,0.0,605.76,2.0,40.5,0.75,0.09
35,10.0,0.45,55.0,45.0,55.0,0.0,247.54,1.0,30.91,0.75,0.08
36,53.33,0.0,100.0,0.0,100.0,0.0,257.89,8.0,14.97,0.75,0.07
37,93.33,0.0,100.0,0.0,100.0,0.0,507.02,2.0,39.26,0.75,0.06
38,0.0,0.0,100.0,0.0,100.0,0.0,540.25,16.0,8.71,0.75,0.06
39,53.33,0.0,100.0,0.0,100.0,0.0,409.85,8.0,17.14,0.75,0.07
40,93.33,0.0,100.0,0.0,100.0,0.0,496.8,2.0,32.67,0.75,0.06
41,0.0,0.0,100.0,0.0,100.0,0.0,626.34,16.0,9.27,0.75,0.07
42,18.0,0.41,59.0,41.0,59.0,0.0,447.92,1.0,30.63,0.75,0.06
43,53.33,0.0,100.0,0.0,100.0,0.0,172.5,8.0,19.99,0.75,0.06
