episode,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_ffd,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
1,29.8,0.0,100.0,0.0,30.0,70.0,232.51,11.53,19.93,0.49,1.16
2,37.13,0.03,97.0,3.0,25.0,72.0,198.61,10.1,17.5,0.35,1.2
3,47.23,0.04,96.0,4.0,15.0,81.0,122.8,8.62,13.08,0.38,1.31
4,40.1,0.05,95.0,5.0,22.0,73.0,203.49,9.51,17.68,0.4,1.1
5,36.65,0.04,96.0,4.0,18.0,78.0,157.5,10.59,15.55,0.31,1.22
6,49.02,0.01,99.0,1.0,27.0,72.0,201.22,8.42,20.4,0.34,1.31
7,26.27,0.06,94.0,6.0,12.0,82.0,147.1,11.17,13.26,0.4,1.22
8,43.38,0.0,100.0,0.0,18.0,82.0,134.03,9.49,15.24,0.36,1.33
9,55.59,0.0,100.0,0.0,18.0,82.0,158.6,7.66,15.58,0.38,1.2
10,40.84,0.08,92.0,8.0,25.0,67.0,189.28,9.02,18.1,0.33,1.09
11,42.48,0.05,95.0,5.0,16.0,79.0,185.69,9.45,14.36,0.3,1.23
12,68.86,0.0,100.0,0.0,7.0,93.0,116.22,5.67,12.62,0.41,1.3
13,44.37,0.06,94.0,6.0,11.0,83.0,115.13,8.6,13.71,0.41,1.33
14,44.21,0.0,100.0,0.0,26.0,74.0,222.25,9.37,19.99,0.39,1.22
15,29.45,0.03,97.0,3.0,27.0,70.0,218.0,11.6,21.13,0.32,1.13
16,46.05,0.0,100.0,0.0,21.0,79.0,177.1,9.09,16.97,0.35,1.45
17,30.28,0.0,100.0,0.0,14.0,86.0,169.05,11.46,13.31,0.35,1.26
18,55.0,0.01,99.0,1.0,18.0,81.0,149.79,7.52,16.79,0.4,1.4
19,43.17,0.0,100.0,0.0,12.0,88.0,129.3,9.52,12.28,0.39,1.44
20,39.36,0.06,94.0,6.0,31.0,63.0,223.48,9.72,24.94,0.31,0.93
21,48.03,0.0,100.0,0.0,24.0,76.0,183.19,8.8,14.99,0.5,1.25
22,40.83,0.0,100.0,0.0,23.0,77.0,202.25,9.88,20.32,0.36,1.31
23,41.77,0.0,100.0,0.0,21.0,79.0,193.9,9.74,15.69,0.33,1.32
24,40.91,0.0,100.0,0.0,16.0,84.0,180.67,9.86,13.53,0.38,1.29
25,39.01,0.06,94.0,6.0,22.0,72.0,164.25,9.78,18.54,0.4,1.14
26,48.35,0.0,100.0,0.0,29.0,71.0,214.14,8.75,20.5,0.33,1.16
27,31.33,0.04,96.0,4.0,30.0,66.0,211.26,11.42,20.61,0.35,0.96
28,30.32,0.0,100.0,0.0,24.0,76.0,205.21,11.45,16.6,0.34,1.19
29,65.25,0.0,100.0,0.0,15.0,85.0,164.48,6.21,14.05,0.39,1.3
30,53.93,0.0,100.0,0.0,12.0,88.0,148.4,7.91,12.85,0.36,1.36
31,59.02,0.05,95.0,5.0,32.0,63.0,229.6,7.16,19.4,0.41,1.0
32,57.05,0.0,100.0,0.0,15.0,85.0,136.85,7.44,15.29,0.34,1.36
33,30.01,0.01,99.0,1.0,15.0,84.0,151.04,11.61,12.61,0.39,1.21
34,33.2,0.0,100.0,0.0,34.0,66.0,251.15,11.02,24.96,0.45,1.08
35,40.84,0.0,100.0,0.0,36.0,64.0,281.43,9.87,23.73,0.4,1.04
36,41.36,0.0,100.0,0.0,9.0,91.0,136.88,9.8,12.13,0.4,1.4
37,59.93,0.0,100.0,0.0,21.0,79.0,171.03,7.01,15.42,0.35,1.24
38,40.67,0.0,100.0,0.0,26.0,74.0,198.5,9.9,17.21,0.31,1.16
39,52.49,0.0,100.0,0.0,20.0,80.0,151.98,8.13,16.09,0.38,1.28
40,32.41,0.01,99.0,1.0,23.0,76.0,175.06,10.94,17.84,0.31,1.25
41,60.91,0.0,100.0,0.0,10.0,90.0,120.05,6.86,13.28,0.39,1.34
42,31.1,0.03,97.0,3.0,17.0,80.0,165.06,11.35,11.04,0.39,1.32
43,62.45,0.0,100.0,0.0,25.0,75.0,188.64,6.63,19.07,0.29,1.2
44,42.06,0.06,94.0,6.0,10.0,84.0,98.35,8.97,12.22,0.41,1.23
45,28.51,0.05,95.0,5.0,20.0,75.0,182.04,11.34,14.72,0.39,1.12
46,58.36,0.0,100.0,0.0,30.0,70.0,188.5,7.25,23.73,0.29,1.1
47,28.81,0.04,96.0,4.0,22.0,74.0,168.09,12.12,16.71,0.31,1.84
48,47.72,0.0,100.0,0.0,16.0,84.0,175.3,8.84,14.93,0.32,2.71
49,32.64,0.0,100.0,0.0,27.0,73.0,179.93,11.1,16.79,0.3,2.59
50,45.7,0.0,100.0,0.0,26.0,74.0,174.24,9.14,16.72,0.45,2.4
51,61.24,0.04,96.0,4.0,8.0,88.0,139.48,7.06,11.15,0.41,2.84
52,47.77,0.0,100.0,0.0,10.0,90.0,117.97,8.83,13.19,0.34,2.84
53,49.7,0.0,100.0,0.0,11.0,89.0,135.14,8.54,13.31,0.37,2.87
54,28.09,0.03,97.0,3.0,18.0,79.0,186.95,11.19,13.95,0.36,2.32
55,52.72,0.0,100.0,0.0,25.0,75.0,203.9,8.09,21.65,0.35,2.71
56,43.79,0.01,99.0,1.0,17.0,82.0,145.25,9.21,15.35,0.37,2.88
57,53.73,0.0,100.0,0.0,17.0,83.0,180.47,7.94,13.29,0.37,2.74
58,26.51,0.0,100.0,0.0,21.0,79.0,201.88,12.02,16.2,0.45,1.47
59,47.47,0.03,97.0,3.0,30.0,67.0,237.33,8.81,20.96,0.47,1.21
60,34.49,0.05,95.0,5.0,20.0,75.0,187.39,9.77,17.03,0.4,1.03
61,41.29,0.09,91.0,9.0,28.0,63.0,246.44,9.36,21.74,0.37,1.11
62,51.67,0.0,100.0,0.0,25.0,75.0,208.7,8.25,18.38,0.34,1.24
63,53.33,0.04,96.0,4.0,22.0,74.0,165.05,7.67,19.28,0.39,1.56
64,51.73,0.1,90.0,10.0,8.0,82.0,178.68,6.38,11.17,0.39,1.93
65,47.22,0.04,96.0,4.0,23.0,73.0,206.33,8.62,18.19,0.37,1.32
66,54.99,0.06,94.0,6.0,11.0,83.0,137.12,7.22,13.8,0.42,1.75
67,43.56,0.0,100.0,0.0,12.0,88.0,114.19,9.47,12.24,0.34,1.06
68,29.72,0.0,100.0,0.0,15.0,85.0,156.07,11.54,11.43,0.38,1.14
69,29.31,0.0,100.0,0.0,18.0,82.0,168.59,11.6,10.99,0.33,1.4
70,37.46,0.03,97.0,3.0,24.0,73.0,165.24,10.36,18.59,0.3,1.15
71,32.86,0.0,100.0,0.0,17.0,83.0,152.09,11.07,12.89,0.33,1.15
72,62.71,0.0,100.0,0.0,11.0,89.0,147.98,6.59,13.07,0.4,1.56
73,41.71,0.11,89.0,11.0,14.0,75.0,165.9,8.8,13.96,0.38,1.26
74,49.17,0.02,98.0,2.0,18.0,80.0,163.2,8.47,14.89,0.31,1.19
75,30.22,0.0,100.0,0.0,15.0,85.0,166.31,11.47,10.73,0.38,1.25
76,42.06,0.04,96.0,4.0,15.0,81.0,177.28,9.12,11.88,0.37,1.23
77,29.96,0.0,100.0,0.0,23.0,77.0,166.7,11.51,18.27,0.32,1.07
78,44.21,0.04,96.0,4.0,17.0,79.0,165.68,9.09,17.18,0.43,1.33
79,27.93,0.0,100.0,0.0,34.0,66.0,215.25,11.81,22.6,0.25,1.21
80,64.03,0.0,100.0,0.0,21.0,79.0,185.79,6.4,15.64,0.29,1.46
81,50.17,0.04,96.0,4.0,4.0,92.0,91.87,8.16,7.97,0.44,1.58
82,25.95,0.0,100.0,0.0,25.0,75.0,234.46,12.11,16.05,0.48,1.13
83,46.17,0.0,100.0,0.0,23.0,77.0,195.65,9.07,16.19,0.36,1.14
84,42.32,0.03,97.0,3.0,19.0,78.0,166.3,9.61,16.12,0.36,1.21
