episode,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_ffd,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
1,66.0,0.66,34.0,66.0,34.0,0.0,484.86,16.0,37.69,0.97,0.39
2,45.33,0.9,10.0,90.0,10.0,0.0,430.86,8.0,46.33,0.97,0.25
3,42.0,0.98,2.0,98.0,2.0,0.0,682.89,1.0,87.43,0.97,0.25
4,55.0,0.85,15.0,85.0,15.0,0.0,526.37,8.0,46.11,0.97,0.27
5,75.0,0.75,25.0,75.0,25.0,0.0,552.48,16.0,51.11,0.97,0.31
6,37.8,0.99,1.0,99.0,1.0,0.0,471.86,4.0,89.82,0.97,0.23
7,52.0,0.99,1.0,99.0,1.0,0.0,615.93,1.0,90.19,0.97,0.22
8,54.0,0.99,1.0,99.0,1.0,0.0,467.99,1.0,87.42,0.97,0.19
9,44.0,0.98,2.0,98.0,2.0,0.0,551.95,1.0,94.3,0.97,0.19
10,45.8,0.99,1.0,99.0,1.0,0.0,502.42,4.0,85.39,0.97,0.21
11,62.87,0.89,11.0,89.0,11.0,0.0,542.45,8.0,55.21,0.97,0.31
12,60.0,0.6,40.0,60.0,40.0,0.0,623.54,16.0,48.53,0.97,0.37
13,74.0,0.74,26.0,74.0,26.0,0.0,538.1,16.0,50.82,0.97,0.28
1,66.0,0.66,34.0,66.0,34.0,0.0,484.86,16.0,37.69,0.97,0.46
2,45.33,0.9,10.0,90.0,10.0,0.0,430.86,8.0,46.33,0.97,0.39
3,42.0,0.98,2.0,98.0,2.0,0.0,682.89,1.0,87.43,0.97,0.31
4,55.0,0.85,15.0,85.0,15.0,0.0,526.37,8.0,46.11,0.97,0.34
5,75.0,0.75,25.0,75.0,25.0,0.0,552.48,16.0,51.11,0.97,0.36
6,37.8,0.99,1.0,99.0,1.0,0.0,471.86,4.0,89.82,0.97,0.24
7,52.0,0.99,1.0,99.0,1.0,0.0,615.93,1.0,90.19,0.97,0.21
8,54.0,0.99,1.0,99.0,1.0,0.0,467.99,1.0,87.42,0.97,0.23
9,44.0,0.98,2.0,98.0,2.0,0.0,551.95,1.0,94.3,0.97,0.25
10,45.8,0.99,1.0,99.0,1.0,0.0,502.42,4.0,85.39,0.97,0.23
11,62.87,0.89,11.0,89.0,11.0,0.0,542.45,8.0,55.21,0.97,0.28
12,60.0,0.6,40.0,60.0,40.0,0.0,623.54,16.0,48.53,0.97,0.33
13,74.0,0.74,26.0,74.0,26.0,0.0,538.1,16.0,50.82,0.97,0.28
1,66.0,0.66,34.0,66.0,34.0,0.0,484.86,16.0,37.69,0.97,0.23
2,45.33,0.9,10.0,90.0,10.0,0.0,430.86,8.0,46.33,0.97,0.21
3,42.0,0.98,2.0,98.0,2.0,0.0,682.89,1.0,87.43,0.97,0.19
4,55.0,0.85,15.0,85.0,15.0,0.0,526.37,8.0,46.11,0.97,0.21
5,75.0,0.75,25.0,75.0,25.0,0.0,552.48,16.0,51.11,0.97,0.25
6,37.8,0.99,1.0,99.0,1.0,0.0,471.86,4.0,89.82,0.97,0.27
7,52.0,0.99,1.0,99.0,1.0,0.0,615.93,1.0,90.19,0.97,0.33
8,54.0,0.99,1.0,99.0,1.0,0.0,467.99,1.0,87.42,0.97,0.39
9,44.0,0.98,2.0,98.0,2.0,0.0,551.95,1.0,94.3,0.97,0.23
10,45.8,0.99,1.0,99.0,1.0,0.0,502.42,4.0,85.39,0.97,0.25
11,62.87,0.89,11.0,89.0,11.0,0.0,542.45,8.0,55.21,0.97,0.26
12,60.0,0.6,40.0,60.0,40.0,0.0,623.54,16.0,48.53,0.97,0.32
13,74.0,0.74,26.0,74.0,26.0,0.0,538.1,16.0,50.82,0.97,0.33
1,66.0,0.66,34.0,66.0,34.0,0.0,484.86,16.0,37.69,0.97,0.45
2,45.33,0.9,10.0,90.0,10.0,0.0,430.86,8.0,46.33,0.97,0.29
3,42.0,0.98,2.0,98.0,2.0,0.0,682.89,1.0,87.43,0.97,0.25
4,55.0,0.85,15.0,85.0,15.0,0.0,526.37,8.0,46.11,0.97,0.32
5,75.0,0.75,25.0,75.0,25.0,0.0,552.48,16.0,51.11,0.97,0.29
6,37.8,0.99,1.0,99.0,1.0,0.0,471.86,4.0,89.82,0.97,0.24
7,52.0,0.99,1.0,99.0,1.0,0.0,615.93,1.0,90.19,0.97,0.22
8,54.0,0.99,1.0,99.0,1.0,0.0,467.99,1.0,87.42,0.97,0.27
9,44.0,0.98,2.0,98.0,2.0,0.0,551.95,1.0,94.3,0.97,0.26
10,45.8,0.99,1.0,99.0,1.0,0.0,502.42,4.0,85.39,0.97,0.24
11,62.87,0.89,11.0,89.0,11.0,0.0,542.45,8.0,55.21,0.97,0.26
12,60.0,0.6,40.0,60.0,40.0,0.0,623.54,16.0,48.53,0.97,0.3
13,74.0,0.74,26.0,74.0,26.0,0.0,538.1,16.0,50.82,0.97,0.3

