episode,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_ffd,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
1,77.11,0.0,100.0,0.0,72.0,28.0,229.64,14.38,36.06,0.66,1.24
2,74.99,0.02,98.0,2.0,65.0,33.0,235.55,12.64,36.53,0.53,1.2
3,82.16,0.02,98.0,2.0,76.0,22.0,182.89,13.11,38.01,0.66,1.28
4,76.48,0.02,98.0,2.0,62.0,36.0,240.75,12.31,38.58,0.56,1.25
5,79.98,0.03,97.0,3.0,69.0,28.0,207.2,13.74,40.26,0.57,1.14
6,77.43,0.0,100.0,0.0,74.0,26.0,226.46,13.16,34.24,0.62,1.12
7,77.31,0.01,99.0,1.0,73.0,26.0,229.97,14.06,41.18,0.66,1.21
8,83.3,0.0,100.0,0.0,59.0,41.0,167.82,11.87,35.05,0.5,1.39
9,83.43,0.0,100.0,0.0,78.0,22.0,166.51,13.24,37.09,0.67,1.08
10,80.9,0.03,97.0,3.0,61.0,36.0,197.69,12.23,41.24,0.53,1.26
11,80.66,0.03,97.0,3.0,71.0,26.0,200.17,12.91,37.26,0.56,1.26
12,90.2,0.0,100.0,0.0,38.0,62.0,98.95,5.7,28.79,0.43,1.95
13,73.92,0.04,96.0,4.0,73.0,23.0,230.74,12.6,44.45,0.64,1.08
14,80.77,0.0,100.0,0.0,67.0,33.0,193.1,11.46,40.21,0.55,1.08
15,74.74,0.02,98.0,2.0,68.0,30.0,258.49,14.44,34.44,0.51,1.24
16,80.74,0.0,100.0,0.0,65.0,35.0,193.43,12.48,38.88,0.54,1.28
17,79.87,0.0,100.0,0.0,59.0,41.0,202.12,13.27,37.44,0.47,1.57
18,80.93,0.0,100.0,0.0,77.0,23.0,191.48,12.64,39.41,0.68,1.39
19,82.48,0.0,100.0,0.0,71.0,29.0,176.0,13.1,42.54,0.64,1.77
20,71.71,0.05,95.0,5.0,79.0,16.0,256.39,13.9,46.27,0.66,1.35
21,82.63,0.0,100.0,0.0,59.0,41.0,174.5,10.47,36.4,0.59,1.69
22,78.98,0.0,100.0,0.0,64.0,36.0,211.01,11.69,41.53,0.47,1.21
23,73.95,0.0,100.0,0.0,82.0,18.0,261.24,14.44,37.79,0.68,1.05
24,78.32,0.0,100.0,0.0,62.0,38.0,217.63,12.81,35.09,0.57,1.35
25,74.65,0.05,95.0,5.0,63.0,32.0,225.48,13.09,34.86,0.59,1.55
26,73.8,0.0,100.0,0.0,73.0,27.0,262.79,12.27,42.07,0.58,1.42
27,77.57,0.03,97.0,3.0,67.0,30.0,232.05,13.23,39.6,0.48,1.57
28,71.72,0.0,100.0,0.0,75.0,25.0,283.52,13.46,45.68,0.55,1.29
