episode,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_ffd,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
1,-40.0,0.9,10.0,90.0,10.0,0.0,497.91,1.0,70.73,0.92,0.13
2,10.0,0.1,90.0,10.0,90.0,0.0,552.92,16.0,45.6,0.92,0.16
3,-42.47,0.93,7.0,93.0,7.0,0.0,549.42,2.0,47.73,0.92,0.12
4,-40.73,0.89,11.0,89.0,11.0,0.0,659.44,2.0,60.82,0.92,0.15
5,19.0,0.19,81.0,19.0,81.0,0.0,328.61,16.0,49.32,0.92,0.2
6,22.0,0.22,78.0,22.0,78.0,0.0,586.27,16.0,41.16,0.92,0.17
7,25.0,0.25,75.0,25.0,75.0,0.0,538.16,16.0,45.85,0.92,0.17
8,-25.6,0.82,18.0,82.0,18.0,0.0,528.53,4.0,45.81,0.92,0.13
9,-11.73,0.62,38.0,62.0,38.0,0.0,580.24,8.0,40.79,0.92,0.12
10,-36.0,0.91,9.0,91.0,9.0,0.0,560.16,1.0,59.4,0.92,0.13
11,-56.0,0.95,5.0,95.0,5.0,0.0,628.97,1.0,76.99,0.92,0.11
12,20.0,0.2,80.0,20.0,80.0,0.0,563.32,16.0,46.3,0.92,0.15
13,-48.73,0.89,11.0,89.0,11.0,0.0,459.92,2.0,54.56,0.92,0.11
14,-10.0,0.7,30.0,70.0,30.0,0.0,635.21,8.0,43.0,0.92,0.12
15,-40.73,0.89,11.0,89.0,11.0,0.0,404.51,2.0,62.64,0.92,0.11
16,-52.27,0.96,4.0,96.0,4.0,0.0,627.01,2.0,62.75,0.92,0.11
17,24.0,0.24,76.0,24.0,76.0,0.0,366.71,16.0,49.94,0.92,0.21
18,-25.6,0.82,18.0,82.0,18.0,0.0,446.39,4.0,39.6,0.92,0.12
19,22.0,0.22,78.0,22.0,78.0,0.0,366.52,16.0,56.16,0.92,0.18
20,-34.8,0.88,12.0,88.0,12.0,0.0,499.92,2.0,53.23,0.92,0.13
21,17.0,0.17,83.0,17.0,83.0,0.0,487.37,16.0,41.44,0.92,0.15
22,46.4,0.82,18.0,82.0,18.0,0.0,672.8,4.0,40.03,0.92,0.12
23,-38.0,0.93,7.0,93.0,7.0,0.0,689.05,1.0,66.36,0.92,0.11
24,-28.8,0.86,14.0,86.0,14.0,0.0,447.45,4.0,46.68,0.92,0.17
25,7.47,0.56,44.0,56.0,44.0,0.0,583.6,8.0,49.7,0.92,0.13
26,-44.4,0.94,6.0,94.0,6.0,0.0,524.66,2.0,72.4,0.92,0.1
27,62.6,0.83,17.0,83.0,17.0,0.0,413.62,4.0,46.06,0.92,0.11
28,-40.0,0.87,13.0,87.0,13.0,0.0,494.84,1.0,73.22,0.92,0.12
29,-44.0,0.9,10.0,90.0,10.0,0.0,565.0,4.0,49.75,0.92,0.11
30,-36.0,0.92,8.0,92.0,8.0,0.0,579.85,1.0,74.38,0.92,0.11
31,-4.93,0.68,32.0,68.0,32.0,0.0,578.65,8.0,40.8,0.92,0.14
32,-10.2,0.61,39.0,61.0,39.0,0.0,662.12,8.0,44.7,0.92,0.14
33,53.2,0.88,12.0,88.0,12.0,0.0,515.25,2.0,52.32,0.92,0.15
34,17.0,0.17,83.0,17.0,83.0,0.0,534.48,16.0,48.39,0.92,0.15
35,-36.8,0.88,12.0,88.0,12.0,0.0,642.77,2.0,53.31,0.92,0.13
36,-31.2,0.84,16.0,84.0,16.0,0.0,476.59,4.0,44.83,0.92,0.12
37,-7.2,0.84,16.0,84.0,16.0,0.0,592.07,4.0,45.14,0.92,0.11
38,-48.0,0.94,6.0,94.0,6.0,0.0,620.72,1.0,64.97,0.92,0.11
39,12.27,0.62,38.0,62.0,38.0,0.0,575.88,8.0,45.09,0.92,0.15
40,-30.73,0.89,11.0,89.0,11.0,0.0,627.2,2.0,59.66,0.92,0.2
41,16.87,0.59,41.0,59.0,41.0,0.0,441.46,8.0,47.34,0.92,0.15
42,-54.0,0.94,6.0,94.0,6.0,0.0,352.62,1.0,70.89,0.92,0.09
43,-22.4,0.78,22.0,78.0,22.0,0.0,485.75,4.0,48.23,0.92,0.12
44,-43.8,0.91,9.0,91.0,9.0,0.0,524.32,4.0,42.19,0.92,0.11
45,79.47,0.56,44.0,56.0,44.0,0.0,554.26,8.0,45.17,0.92,0.12
46,5.93,0.57,43.0,57.0,43.0,0.0,677.51,8.0,44.24,0.92,0.12
47,-42.73,0.89,11.0,89.0,11.0,0.0,590.67,2.0,51.08,0.92,0.11
48,-24.8,0.86,14.0,86.0,14.0,0.0,648.86,4.0,38.95,0.92,0.12
49,-37.4,0.83,17.0,83.0,17.0,0.0,483.29,4.0,42.75,0.92,0.11
50,-26.8,0.86,14.0,86.0,14.0,0.0,580.75,4.0,37.41,0.92,0.11
51,-34.67,0.9,10.0,90.0,10.0,0.0,366.71,2.0,58.52,0.92,0.12
52,23.0,0.23,77.0,23.0,77.0,0.0,520.38,16.0,45.56,0.92,0.15
53,-16.33,0.65,35.0,65.0,35.0,0.0,640.26,8.0,38.69,0.92,0.12
54,-38.0,0.87,13.0,87.0,13.0,0.0,484.4,1.0,65.88,0.92,0.11
55,-19.6,0.82,18.0,82.0,18.0,0.0,532.55,4.0,41.5,0.92,0.13
56,-29.0,0.85,15.0,85.0,15.0,0.0,584.69,4.0,57.28,0.92,0.11
57,84.13,0.66,34.0,66.0,34.0,0.0,596.33,8.0,40.29,0.92,0.14
58,-20.8,0.86,14.0,86.0,14.0,0.0,564.81,4.0,53.48,0.92,0.12
59,-50.8,0.88,12.0,88.0,12.0,0.0,632.18,2.0,55.52,0.92,0.11
60,-5.73,0.62,38.0,62.0,38.0,0.0,460.72,8.0,42.14,0.92,0.12
61,8.53,0.54,46.0,54.0,46.0,0.0,317.74,8.0,40.58,0.92,0.13
62,12.73,0.63,37.0,63.0,37.0,0.0,460.25,8.0,42.85,0.92,0.13
63,-35.0,0.85,15.0,85.0,15.0,0.0,528.29,4.0,45.67,0.92,0.11
64,-28.2,0.79,21.0,79.0,21.0,0.0,546.44,4.0,48.42,0.92,0.13
65,-42.67,0.9,10.0,90.0,10.0,0.0,505.82,2.0,62.98,0.92,0.1
66,41.4,0.91,9.0,91.0,9.0,0.0,484.35,2.0,63.91,0.92,0.16
67,-36.0,0.9,10.0,90.0,10.0,0.0,531.6,1.0,61.61,0.92,0.1
68,40.0,0.9,10.0,90.0,10.0,0.0,516.25,1.0,62.51,0.92,0.12
69,-46.0,0.94,6.0,94.0,6.0,0.0,514.87,1.0,59.27,0.92,0.1
70,-27.2,0.84,16.0,84.0,16.0,0.0,420.47,4.0,36.12,0.92,0.1
