1,-31.47,0.6,40.0,196.35,5.64,11.51,0.54,1.05

1,-31.82,0.6,40.0,195.28,6.01,10.21,0.56,1.05

2,-19.84,0.49,51.0,235.77,13.46,7.01,0.61,1.06
3,-33.81,0.57,43.0,316.05,12.42,9.08,0.53,0.69
4,-47.66,0.65,35.0,426.73,11.71,14.02,0.52,0.54
,-28.69,0.52,48.0,424.24,11.7,13.33,0.53,0.54
5,-12.03,0.42,58.0,449.89,11.49,8.65,0.42,0.57

5,-15.02,0.44,56.0,449.69,11.01,9.53,0.4,0.58

5,-34.85,0.57,43.0,475.21,8.9,14.1,0.37,0.57
6,-2.3,0.42,58.0,282.23,7.52,20.26,0.24,0.91


6,-0.92,0.41,59.0,274.83,8.34,18.62,0.3,0.91
6,-7.65,0.45,55.0,257.94,8.73,15.85,0.26,0.926,8.93,0.35,65.0,266.66,8.01,17.19,0.27,0.91

7,-9.93,0.46,54.0,273.11,8.83,16.62,0.32,0.43

7,-9.35,0.46,54.0,275.72,7.79,19.03,0.28,0.43

7,-8.83,0.45,55.0,258.57,9.06,14.31,0.37,0.43
8,-2.03,0.46,54.0,207.94,2.01,24.34,0.14,0.88
8,31.82,0.28,72.0,200.27,2.42,29.68,0.12,0.88
8,22.41,0.33,67.0,198.35,2.02,24.42,0.18,0.88
8,-0.1,0.45,55.0,205.71,1.89,21.85,0.17,0.88
8,15.28,0.37,63.0,206.82,1.97,25.44,0.14,0.888,16.23,0.36,64.0,223.19,2.69,36.17,0.11,0.88
9,-36.42,0.56,44.0,458.39,12.6,8.14,0.64,0.46
9,-43.96,0.61,39.0,464.3,12.75,9.46,0.63,0.46
9,-37.96,0.57,43.0,458.98,12.63,9.23,0.62,0.46
10,-38.66,0.63,37.0,247.05,6.27,11.57,0.63,0.77
10,-23.76,0.54,46.0,244.77,6.36,11.22,0.64,0.77
10,-28.67,0.57,43.0,249.71,6.13,12.18,0.62,0.77
10,-27.06,0.56,44.0,244.82,6.35,10.96,0.64,0.77
10,-35.24,0.61,39.0,246.34,6.26,11.54,0.63,0.77
11,-16.54,0.49,51.0,157.41,12.21,8.16,0.56,0.91
11,-24.54,0.54,46.0,150.95,12.36,7.6,0.57,0.91
11,-39.86,0.63,37.0,159.82,12.79,7.21,0.61,0.91
12,-15.77,0.52,48.0,196.65,2.01,15.98,0.6,0.45
12,-20.06,0.54,46.0,206.73,2.04,15.39,0.62,0.45
12,-24.87,0.57,43.0,196.01,2.01,16.38,0.62,0.45
13,-21.52,0.49,51.0,344.44,11.97,7.82,0.56,0.89
13,-32.14,0.56,44.0,341.69,12.05,7.6,0.56,0.89
14,-28.44,0.58,42.0,213.57,9.06,10.47,0.24,0.99
14,-7.04,0.45,55.0,174.23,10.83,9.07,0.4,0.99

14,-18.32,0.51,49.0,193.72,11.34,7.64,0.46,0.99
15,-22.62,0.54,46.0,252.43,5.34,14.02,0.51,0.4615,-21.38,0.53,47.0,266.48,5.36,14.93,0.52,0.46
15,-33.63,0.6,40.0,271.59,5.53,13.23,0.59,0.46

15,-27.59,0.57,43.0,258.37,4.82,13.35,0.55,0.46
16,-27.44,0.57,43.0,205.38,6.12,13.52,0.58,0.64
16,-26.75,0.56,44.0,265.64,6.09,10.23,0.59,0.64
16,-21.23,0.53,47.0,272.64,6.05,12.29,0.53,0.64
17,-30.18,0.58,42.0,236.46,7.45,11.08,0.53,0.59
17,-33.22,0.6,40.0,244.8,7.01,11.58,0.49,0.59
17,-32.48,0.59,41.0,238.69,7.77,10.22,0.58,0.59
18,-23.93,0.52,48.0,236.89,13.04,6.08,0.56,0.52
18,-31.19,0.56,44.0,258.98,13.34,5.8,0.58,0.52
19,-40.92,0.59,41.0,387.74,16.0,3.99,0.64,0.68
19,-49.78,0.65,35.0,392.86,16.0,3.78,0.65,0.6819,-40.62,0.59,41.0,378.51,16.0,4.04,0.63,0.68
19,-48.32,0.64,36.0,393.73,16.0,3.92,0.64,0.68
20,-8.7,0.46,54.0,207.52,7.71,23.61,0.43,0.85

21,-24.51,0.5,50.0,290.57,15.36,5.4,0.55,0.6
21,-27.37,0.52,48.0,290.13,15.33,5.45,0.57,0.6
22,-36.07,0.6,40.0,238.97,12.43,14.74,0.41,0.93
22,-11.72,0.45,55.0,230.2,13.04,13.15,0.42,0.93
222,-24.73,0.53,47.0,212.02,13.77,11.49,0.52,0.9322,-5.45,0.41,59.0,236.59,12.84,14.23,0.4,0.93
23,-38.45,0.59,41.0,333.03,15.32,5.41,0.56,0.64
23,-31.24,0.54,46.0,326.32,15.7,5.2,0.6,0.64
423,-26.43,0.51,49.0,323.22,15.43,5.53,0.58,0.64
23,-23.69,0.49,51.0,321.19,15.45,5.27,0.61,0.64
24,-23.24,0.52,48.0,400.23,4.0,13.84,0.62,0.79
24,-38.74,0.62,38.0,413.24,3.95,14.39,0.49,0.79
25,-28.54,0.55,45.0,263.53,12.55,8.33,0.47,0.44
25,-8.46,0.47,53.0,215.69,8.22,18.15,0.18,0.44
25,-7.7,0.42,58.0,268.71,11.92,9.34,0.42,0.44

25,-26.39,0.53,47.0,273.21,12.74,6.78,0.5,0.44

26,-1.07,0.41,59.0,189.75,12.82,13.88,0.29,0.88226,25.45,0.29,71.0,165.27,6.85,27.88,0.15,0.89
27,-8.86,0.47,53.0,333.62,1.63,20.36,0.54,0.72
27,-23.14,0.55,45.0,363.93,1.61,21.8,0.54,0.72227,-13.38,0.5,50.0,333.5,1.56,22.37,0.46,0.72

28,-13.42,0.48,52.0,256.44,7.92,10.7,0.46,0.74
8,-2.36,0.42,58.0,206.23,7.64,16.9,0.48,0.74

29,-2.72,0.39,61.0,271.4,10.51,15.83,0.53,0.42

29,-12.26,0.45,55.0,275.45,10.32,16.52,0.53,0.42
29,-13.87,0.48,52.0,268.03,9.17,20.81,0.36,0.42
30,-20.19,0.5,50.0,277.16,11.73,11.07,0.46,0.9
0,-10.83,0.44,56.0,275.85,11.67,10.95,0.45,0.9
30,-3.19,0.4,60.0,276.78,11.74,10.94,0.47,0.9
31,-18.31,0.48,52.0,348.57,10.97,12.35,0.51,0.87
31,-26.24,0.53,47.0,353.1,10.68,13.14,0.48,0.87
31,-26.8,0.53,47.0,352.83,11.04,11.1,0.53,0.87

32,29.28,0.24,76.0,261.23,9.62,19.49,0.12,0.86
32,-11.37,0.45,55.0,292.82,12.65,14.57,0.25,0.8632,12.47,0.33,67.0,261.0,10.7,17.02,0.18,0.86
32,44.36,0.16,84.0,236.72,9.52,20.27,0.15,0.86
32,43.58,0.16,84.0,240.47,8.2,22.32,0.23,0.86
32,-16.01,0.47,53.0,278.96,14.2,9.76,0.4,0.86
33,2.56,0.39,61.0,311.37,3.77,29.77,0.48,0.87
33,11.84,0.34,66.0,302.04,3.64,24.38,0.43,0.87
33,27.86,0.25,75.0,259.21,3.71,32.02,0.51,0.87
33,13.64,0.33,67.0,297.84,3.73,27.24,0.46,0.87
33,-1.54,0.42,58.0,303.35,3.69,26.95,0.42,0.87
34,10.67,0.34,66.0,256.81,7.76,16.82,0.32,0.973434,20.47,0.29,71.0,238.22,7.65,17.96,0.33,0.973434,17.68,0.3,70.0,239.68,7.75,16.93,0.36,0.97

35,-2.29,0.41,59.0,321.47,7.96,21.36,0.38,0.52
35,-5.37,0.43,57.0,318.82,7.49,23.47,0.46,0.52
35,9.77,0.34,66.0,309.41,7.98,21.26,0.37,0.52

35,6.1,0.37,63.0,326.21,5.78,23.75,0.23,0.52
36,52.39,0.14,86.0,211.77,4.83,29.76,0.21,0.51
36,47.74,0.15,85.0,257.79,5.61,27.95,0.2,0.51
37,27.35,0.26,74.0,317.61,2.45,35.07,0.36,0.79
37,37.22,0.21,79.0,303.42,2.65,37.41,0.31,0.79
37,18.7,0.3,70.0,313.05,2.19,32.74,0.48,0.79


38,41.99,0.16,84.0,219.41,6.64,27.69,0.39,0.41

38,53.78,0.1,90.0,208.92,6.96,26.57,0.37,0.41
39,44.36,0.15,85.0,300.83,2.99,35.12,0.47,0.62
39,58.47,0.09,91.0,248.13,3.38,35.09,0.28,0.62
39,53.74,0.09,91.0,310.51,2.86,37.12,0.47,0.62
