episode,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
301,50.66,0.0,100.0,493.92,16.0,9.35,0.75,0.09
302,56.34,0.0,100.0,437.16,4.0,35.12,0.75,0.09
303,46.61,0.0,100.0,534.34,2.75,25.91,0.56,0.09
304,52.6,0.0,100.0,474.48,2.24,32.65,0.72,0.08
305,45.98,0.0,100.0,540.66,16.0,9.55,0.75,0.1
306,77.71,0.0,100.0,223.67,16.0,7.97,0.75,0.11
307,31.23,0.0,100.0,688.02,8.0,17.68,0.75,0.1
308,62.83,0.0,100.0,372.31,16.0,8.54,0.75,0.08
309,41.71,0.0,100.0,583.34,8.0,16.19,0.75,0.12
310,74.37,0.0,100.0,257.02,16.0,9.22,0.75,0.09
311,40.93,0.0,100.0,591.1,16.0,9.8,0.75,0.08
312,67.01,0.0,100.0,330.58,2.3,30.77,0.71,0.09
313,55.51,0.0,100.0,445.5,8.0,19.22,0.75,0.14
314,57.48,0.0,100.0,425.79,16.0,9.0,0.75,0.09
315,68.79,0.0,100.0,312.8,16.0,8.65,0.75,0.13
316,64.56,0.0,100.0,355.06,4.0,32.91,0.75,0.1
317,78.4,0.0,100.0,216.78,8.0,16.89,0.75,0.09
318,60.07,0.0,100.0,399.91,16.0,9.5,0.75,0.09
319,42.99,0.0,100.0,570.56,4.0,36.25,0.75,0.09
320,35.32,0.0,100.0,647.16,16.0,9.5,0.75,0.15
321,45.88,0.0,100.0,541.65,4.0,28.61,0.75,0.15
322,74.26,0.0,100.0,258.17,16.0,8.88,0.75,0.11
323,48.02,0.0,100.0,520.25,16.0,9.25,0.75,0.11
324,62.61,0.0,100.0,374.49,16.0,9.09,0.75,0.12
325,50.68,0.08,92.0,536.58,1.34,36.0,0.53,0.12
326,52.32,0.0,100.0,477.34,2.28,29.14,0.73,0.12
327,34.84,0.0,100.0,651.92,16.0,8.58,0.75,0.09
328,71.41,0.0,100.0,286.64,8.0,18.54,0.75,0.15
329,47.74,0.0,100.0,523.07,2.42,30.84,0.73,0.21
330,48.21,0.0,100.0,518.36,16.0,10.04,0.75,0.12
331,58.15,0.0,100.0,419.05,16.0,10.28,0.75,0.13
332,64.06,0.0,100.0,360.01,1.4,32.09,0.51,0.08
333,58.22,0.0,100.0,418.42,2.89,24.1,0.56,0.09
334,83.15,0.0,100.0,169.34,16.0,7.85,0.75,0.09
335,61.82,0.0,100.0,382.37,8.0,15.63,0.75,0.12
336,51.15,0.0,100.0,489.04,8.0,17.64,0.75,0.09
337,52.6,0.0,100.0,474.54,8.0,17.14,0.75,0.09
338,26.31,0.0,100.0,737.19,16.0,8.24,0.75,0.1
339,55.12,0.0,100.0,449.36,16.0,8.25,0.75,0.09
340,64.98,0.0,100.0,350.88,2.1,33.99,0.71,0.1
341,52.3,0.0,100.0,477.54,16.0,7.72,0.75,0.11
342,49.74,0.0,100.0,503.08,3.38,26.49,0.52,0.09
343,47.99,0.0,100.0,520.54,8.0,18.43,0.75,0.08
344,64.71,0.0,100.0,353.5,8.0,16.7,0.75,0.11
345,63.87,0.0,100.0,361.96,16.0,8.81,0.75,0.11
346,67.59,0.0,100.0,324.75,8.0,14.51,0.75,0.11
347,57.59,0.0,100.0,424.64,16.0,7.62,0.75,0.09
348,50.95,0.0,100.0,491.05,8.0,16.7,0.75,0.09
349,83.26,0.0,100.0,168.19,16.0,8.82,0.75,0.09
350,55.23,0.0,100.0,448.21,16.0,8.33,0.75,0.09
351,58.24,0.0,100.0,418.19,8.0,17.79,0.75,0.1
352,55.9,0.0,100.0,441.6,4.0,31.1,0.75,0.08
353,45.48,0.0,100.0,545.67,4.0,35.15,0.75,0.12
354,42.66,0.0,100.0,573.85,16.0,10.64,0.75,0.12
355,56.66,0.0,100.0,434.0,16.0,8.03,0.75,0.12
356,70.23,0.0,100.0,298.42,16.0,7.75,0.75,0.14
357,47.29,0.0,100.0,527.56,16.0,8.37,0.75,0.09
358,68.76,0.0,100.0,313.09,4.0,37.17,0.75,0.15
359,53.56,0.0,100.0,464.89,16.0,9.35,0.75,0.11
360,47.75,0.0,100.0,523.0,16.0,8.42,0.75,0.1
361,49.72,0.0,100.0,503.29,16.0,9.33,0.75,0.1
362,63.15,0.0,100.0,369.15,4.0,37.43,0.75,0.12
363,59.44,0.0,100.0,406.24,8.0,16.74,0.75,0.08
364,63.35,0.0,100.0,367.14,16.0,7.72,0.75,0.12
365,62.3,0.0,100.0,377.65,16.0,8.82,0.75,0.09
366,59.95,0.0,100.0,401.06,16.0,8.59,0.75,0.09
367,54.05,0.0,100.0,460.01,6.7,21.73,0.5,0.1
368,36.82,0.0,100.0,632.21,8.0,16.79,0.75,0.1
369,73.08,0.0,100.0,269.9,2.7,31.69,0.71,0.13
370,58.37,0.0,100.0,416.88,4.0,33.73,0.75,0.1
371,47.35,0.0,100.0,526.99,16.0,8.52,0.75,0.08
372,43.12,0.0,100.0,569.25,4.0,32.31,0.75,0.09
373,46.94,0.0,100.0,531.09,2.84,33.59,0.71,0.09
374,64.89,0.0,100.0,351.77,4.0,32.2,0.75,0.13
375,56.77,0.0,100.0,432.91,3.12,27.18,0.69,0.11
376,72.97,0.0,100.0,271.0,2.3,27.72,0.71,0.07
377,48.45,0.0,100.0,515.94,16.0,8.32,0.75,0.06
378,68.75,0.0,100.0,313.14,1.87,30.96,0.55,0.07
379,53.68,0.0,100.0,463.74,8.0,16.34,0.75,0.06
380,30.89,0.0,100.0,691.42,4.45,21.11,0.59,0.06
381,47.26,0.0,100.0,527.85,4.0,32.78,0.75,0.06
382,66.98,0.0,100.0,330.91,16.0,7.72,0.75,0.06
383,60.82,0.0,100.0,392.44,16.0,9.69,0.75,0.08
384,65.19,0.0,100.0,348.74,4.0,32.5,0.75,0.13
385,55.56,0.0,100.0,444.99,2.24,36.19,0.66,0.11
386,47.35,0.0,100.0,526.99,16.0,10.61,0.75,0.11
387,60.3,0.0,100.0,397.57,3.24,21.22,0.51,0.1
388,46.29,0.0,100.0,537.56,2.08,35.64,0.72,0.1
389,44.91,0.0,100.0,551.3,16.0,8.32,0.75,0.1
390,51.82,0.0,100.0,482.3,16.0,7.82,0.75,0.1
391,53.05,0.0,100.0,470.06,8.0,21.24,0.75,0.13
392,72.5,0.0,100.0,275.71,8.0,15.39,0.75,0.13
393,64.73,0.0,100.0,353.34,16.0,8.38,0.75,0.12
394,41.26,0.0,100.0,587.81,4.0,34.85,0.75,0.08
