episode,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_ffd,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
1,-15.6,0.95,5.0,95.0,5.0,0.0,453.69,5.8,56.37,0.8,0.11
2,8.8,0.91,9.0,91.0,9.0,0.0,418.34,3.0,54.65,0.66,0.12
3,-26.2,0.99,1.0,99.0,1.0,0.0,467.4,4.0,58.05,0.94,0.1
4,-18.87,0.93,7.0,93.0,7.0,0.0,455.58,7.14,48.72,0.69,0.13
5,14.13,0.86,14.0,86.0,14.0,0.0,440.18,9.43,42.17,0.76,0.16
6,-19.0,0.93,7.0,93.0,7.0,0.0,516.98,11.71,19.38,0.68,0.16
7,-8.6,0.89,11.0,89.0,11.0,0.0,416.63,12.73,33.26,0.88,0.17
8,-15.87,0.96,4.0,96.0,4.0,0.0,461.64,8.0,30.35,0.88,0.24
9,0.6,0.83,17.0,83.0,17.0,0.0,451.08,12.82,30.54,0.75,0.14
10,4.07,0.78,22.0,78.0,22.0,0.0,481.06,9.14,39.56,0.7,0.15
11,-8.13,0.87,13.0,87.0,13.0,0.0,472.68,5.77,50.61,0.72,0.14
12,-6.0,0.94,6.0,94.0,6.0,0.0,483.38,6.0,49.25,0.84,0.17
13,-6.53,0.9,10.0,90.0,10.0,0.0,458.86,4.8,66.46,0.71,0.18
14,-6.67,0.86,14.0,86.0,14.0,0.0,463.28,10.29,39.66,0.69,0.2
15,-5.2,0.97,3.0,97.0,3.0,0.0,445.01,7.0,36.21,0.82,0.12
16,-13.0,0.94,6.0,94.0,6.0,0.0,446.23,3.5,64.3,0.71,0.13
17,-18.27,0.96,4.0,96.0,4.0,0.0,454.8,9.5,42.1,0.78,0.21
18,-13.0,0.99,1.0,99.0,1.0,0.0,329.26,16.0,19.33,0.94,0.15
19,4.07,0.82,18.0,82.0,18.0,0.0,440.41,5.94,41.21,0.53,0.16
20,21.27,0.9,10.0,90.0,10.0,0.0,452.32,8.1,37.06,0.8,0.19
21,-8.53,0.93,7.0,93.0,7.0,0.0,497.7,6.43,52.86,0.78,0.11
22,-6.47,0.97,3.0,97.0,3.0,0.0,497.84,3.33,67.26,0.88,0.12
23,3.0,0.91,9.0,91.0,9.0,0.0,478.59,9.33,37.37,0.64,0.1
24,3.93,0.89,11.0,89.0,11.0,0.0,495.36,6.55,41.75,0.8,0.11
25,-2.13,0.94,6.0,94.0,6.0,0.0,375.18,6.33,46.12,0.8,0.11
26,61.2,0.94,6.0,94.0,6.0,0.0,429.57,3.0,75.0,0.84,0.11
27,-6.8,0.94,6.0,94.0,6.0,0.0,504.68,8.0,24.42,0.81,0.11
28,13.67,0.86,14.0,86.0,14.0,0.0,491.08,7.79,34.67,0.55,0.12
29,-12.87,0.93,7.0,93.0,7.0,0.0,471.42,11.43,27.21,0.73,0.12
30,-15.0,0.98,2.0,98.0,2.0,0.0,459.19,8.5,50.87,0.9,0.13
31,20.13,0.79,21.0,79.0,21.0,0.0,502.16,10.9,44.47,0.65,0.15
32,1.87,0.91,9.0,91.0,9.0,0.0,478.55,11.22,26.32,0.71,0.14
33,-12.07,0.95,5.0,95.0,5.0,0.0,451.95,7.2,51.04,0.71,0.15
34,8.0,0.81,19.0,81.0,19.0,0.0,504.43,13.63,36.09,0.78,0.16
35,-9.2,0.94,6.0,94.0,6.0,0.0,441.9,9.0,42.29,0.8,0.13
36,9.47,0.95,5.0,95.0,5.0,0.0,487.51,8.6,37.0,0.73,0.14
37,-1.6,0.95,5.0,95.0,5.0,0.0,477.13,5.8,55.14,0.72,0.16
38,-8.27,0.96,4.0,96.0,4.0,0.0,487.77,2.0,62.47,0.91,0.13
39,-5.53,0.93,7.0,93.0,7.0,0.0,484.15,4.29,45.52,0.75,0.16
40,-4.27,0.9,10.0,90.0,10.0,0.0,463.18,4.4,51.34,0.72,0.13
41,-6.0,0.98,2.0,98.0,2.0,0.0,453.95,1.0,65.77,0.88,0.12
42,-4.67,0.89,11.0,89.0,11.0,0.0,456.5,12.82,25.57,0.73,0.16
43,7.67,0.78,22.0,78.0,22.0,0.0,465.05,12.14,44.22,0.68,0.19
44,-19.27,0.96,4.0,96.0,4.0,0.0,442.99,5.75,44.56,0.77,0.16
45,-9.0,0.97,3.0,97.0,3.0,0.0,473.23,6.0,40.55,0.82,0.14
46,15.07,0.85,15.0,85.0,15.0,0.0,480.99,11.93,26.03,0.6,0.14
47,9.27,0.85,15.0,85.0,15.0,0.0,455.05,9.73,39.25,0.7,0.14
48,10.93,0.94,6.0,94.0,6.0,0.0,398.25,3.67,57.83,0.8,0.15
49,-5.47,0.92,8.0,92.0,8.0,0.0,438.96,7.5,35.68,0.76,0.14
50,58.93,0.96,4.0,96.0,4.0,0.0,468.72,5.0,51.58,0.78,0.13
51,-19.33,0.93,7.0,93.0,7.0,0.0,451.9,3.86,70.14,0.74,0.15
52,-10.2,0.93,7.0,93.0,7.0,0.0,458.64,5.71,63.91,0.72,0.19
53,-0.2,0.89,11.0,89.0,11.0,0.0,465.78,6.73,44.99,0.88,0.15
54,6.93,0.95,5.0,95.0,5.0,0.0,467.97,4.2,66.13,0.72,0.14
