r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_ffd,ep_ffi,ep_bf1b1,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
48.836693,100,171.493936,0.57,3.0,48.84,0.09,91.0,9.0,90.0,0.0,1.0,0.0,365.07,14.19,13.04,0.42,0.37
53.541977,100,172.881828,0.65,2.0,53.54,0.08,92.0,8.0,92.0,0.0,0.0,0.0,331.73,12.65,12.55,0.38,0.66
29.518753,100,174.235941,0.55,2.0,29.52,0.18,82.0,18.0,82.0,0.0,0.0,0.0,421.08,4.27,21.2,0.23,0.49
60.313927,100,175.796291,0.63,2.0,60.31,0.02,98.0,2.0,97.0,0.0,0.0,1.0,364.78,15.24,8.62,0.44,0.42
58.505135,100,177.42846,0.57,2.0,58.51,0.01,99.0,1.0,96.0,0.0,0.0,3.0,399.54,14.26,11.09,0.56,0.44
57.443844,100,178.815948,0.58,2.0,57.44,0.02,98.0,2.0,96.0,0.0,1.0,1.0,394.04,12.19,19.27,0.56,0.56
73.26178,100,180.222232,0.81,3.0,73.26,0.08,92.0,8.0,92.0,0.0,0.0,0.0,269.62,1.99,36.7,0.56,0.47
60.829037,100,182.882898,0.79,2.0,60.83,0.07,93.0,7.0,93.0,0.0,0.0,0.0,271.38,5.53,20.21,0.48,0.41
67.99669,100,184.683351,0.74,1.0,68.0,0.04,96.0,4.0,94.0,2.0,0.0,0.0,250.78,3.94,28.39,0.32,1.22
59.73009,100,185.831712,0.65,3.0,59.73,0.02,98.0,2.0,98.0,0.0,0.0,0.0,370.73,15.39,10.36,0.56,0.52
43.502735,100,187.160545,0.59,2.0,43.5,0.07,93.0,7.0,69.0,12.0,8.0,4.0,457.5,15.25,7.66,0.64,0.35
60.076645,100,188.420623,0.71,1.0,60.08,0.07,93.0,7.0,91.0,1.0,0.0,1.0,279.47,6.49,21.26,0.4,0.47
67.548996,100,190.167737,0.69,3.0,67.55,0.01,99.0,1.0,99.0,0.0,0.0,0.0,308.28,13.15,14.41,0.63,0.43
55.970364,100,192.096161,0.72,0.0,55.97,0.07,93.0,7.0,93.0,0.0,0.0,0.0,323.58,13.03,11.39,0.63,0.6
18.028925,100,194.034032,0.74,2.0,18.03,0.3,70.0,30.0,70.0,0.0,0.0,0.0,314.56,1.9,28.92,0.57,0.66
67.665825,100,196.034729,0.65,3.0,67.67,0.0,100.0,0.0,100.0,0.0,0.0,0.0,324.02,5.28,25.74,0.4,0.5
61.30572,100,198.638517,0.62,1.0,61.31,0.0,100.0,0.0,100.0,0.0,0.0,0.0,387.56,8.96,19.65,0.37,0.83
68.883766,100,201.882958,0.76,2.0,68.88,0.01,99.0,1.0,99.0,0.0,0.0,0.0,294.81,6.67,22.0,0.58,1.02
45.640984,100,205.413532,0.68,0.0,45.64,0.14,86.0,14.0,86.0,0.0,0.0,0.0,307.19,3.48,31.09,0.65,1.12
40.18918,100,208.662322,0.61,1.0,40.19,0.13,87.0,13.0,86.0,1.0,0.0,0.0,389.24,2.71,31.42,0.57,1.13
52.949142,100,210.964074,0.52,1.0,52.95,0.16,84.0,16.0,84.0,0.0,0.0,0.0,322.71,1.75,27.64,0.59,1.02
14.743831,100,213.229877,-1.0,7.0,14.74,0.27,73.0,27.0,55.0,2.0,7.0,9.0,428.74,3.64,25.45,0.43,0.49
75.20671,100,216.008483,0.8,0.0,75.21,0.0,100.0,0.0,98.0,1.0,1.0,0.0,248.69,13.73,12.03,0.59,0.85
52.856102,100,218.803858,0.67,2.0,52.86,0.06,94.0,6.0,86.0,6.0,2.0,0.0,374.5,2.98,28.95,0.66,1.08
66.27807,100,220.088715,0.79,1.0,66.28,0.05,95.0,5.0,95.0,0.0,0.0,0.0,250.45,12.19,14.97,0.26,0.68
63.61753,100,222.36263,0.69,3.0,63.62,0.04,96.0,4.0,96.0,0.0,0.0,0.0,296.36,8.59,21.92,0.39,0.35
