r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_ffd,ep_ffi,ep_bf1b1,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
29.274515,100,166.809113,0.26,1.0,29.27,0.0,100.0,0.0,100.0,0.0,0.0,0.0,692.89,4.08,30.7,0.74,0.74
25.0,100,170.102909,0.25,2.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,592.99,8.0,18.2,0.75,0.63
27.113073,100,173.439794,0.27,3.0,27.11,0.0,100.0,0.0,100.0,0.0,0.0,0.0,498.14,4.12,33.1,0.73,0.88
25.0,100,176.143842,0.25,1.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,623.17,16.0,8.64,0.75,0.96
25.0,100,178.661425,0.25,0.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,657.96,16.0,10.1,0.75,0.88
25.0,100,179.942046,0.25,0.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,521.11,8.0,16.62,0.75,0.97
26.322903,100,181.925472,0.26,2.0,26.32,0.0,100.0,0.0,100.0,0.0,0.0,0.0,576.81,8.0,16.25,0.74,0.37
34.472336,100,184.487151,0.3,3.0,34.47,0.0,100.0,0.0,100.0,0.0,0.0,0.0,535.9,3.88,39.38,0.7,0.75
43.0,100,186.816717,1.0,1.0,43.0,0.4,60.0,40.0,60.0,0.0,0.0,0.0,669.17,1.0,20.81,0.75,0.89
18.249804,100,188.663115,0.26,1.0,18.25,0.06,94.0,6.0,94.0,0.0,0.0,0.0,544.62,2.06,29.59,0.74,0.63
-20.841469,100,190.635557,-1.0,2.0,-20.84,0.38,62.0,38.0,62.0,0.0,0.0,0.0,493.97,1.05,33.59,0.73,0.5
25.0,100,193.308876,0.25,0.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,700.67,8.0,16.39,0.75,0.55
-15.0,100,195.669957,0.25,1.0,-15.0,0.32,68.0,32.0,68.0,0.0,0.0,0.0,396.34,1.0,21.93,0.75,0.92
8.724364,100,197.287406,0.46,3.0,8.72,0.29,71.0,29.0,71.0,0.0,0.0,0.0,660.19,5.23,27.33,0.54,0.99
16.25,100,199.745549,0.25,0.0,16.25,0.07,93.0,7.0,93.0,0.0,0.0,0.0,692.75,2.0,36.39,0.75,0.56
-7.5677223,100,202.025188,0.26,3.0,-7.57,0.28,72.0,28.0,72.0,0.0,0.0,0.0,583.6,1.01,26.7,0.74,0.59
24.457428,100,203.638658,0.26,0.0,24.46,0.02,98.0,2.0,98.0,0.0,0.0,0.0,634.22,2.14,33.99,0.74,0.51
45.996117,100,205.902303,0.44,0.0,46.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,628.22,16.0,8.71,0.56,0.41
28.76087,100,208.103409,0.26,1.0,28.76,0.01,99.0,1.0,99.0,0.0,0.0,0.0,540.91,3.97,42.8,0.74,0.64
31.763948,100,210.907712,0.25,3.0,31.76,0.07,93.0,7.0,93.0,0.0,0.0,0.0,499.32,1.99,38.68,0.75,0.62
17.5,100,213.715836,0.25,1.0,17.5,0.06,94.0,6.0,94.0,0.0,0.0,0.0,561.07,2.0,33.02,0.75,0.88
25.678116,100,217.237779,0.25,2.0,25.68,0.0,100.0,0.0,100.0,0.0,0.0,0.0,593.36,4.04,32.63,0.75,0.95
28.980341,100,219.659059,0.3,0.0,28.98,0.02,98.0,2.0,98.0,0.0,0.0,0.0,580.72,14.78,10.37,0.7,0.9
54.338436,100,220.963614,0.58,0.0,54.34,0.04,96.0,4.0,96.0,0.0,0.0,0.0,696.38,3.94,29.95,0.42,0.41
26.120985,100,222.24121,0.25,0.0,26.12,0.0,100.0,0.0,100.0,0.0,0.0,0.0,722.0,8.0,19.6,0.75,0.37
25.0,100,224.325065,0.25,2.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,508.01,8.0,18.83,0.75,0.49
25.0,100,227.369773,0.25,2.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,642.44,4.0,38.4,0.75,0.57
26.0325,100,228.626955,0.26,3.0,26.03,0.0,100.0,0.0,100.0,0.0,0.0,0.0,612.65,3.85,40.16,0.74,0.55
25.0,100,230.888862,0.25,3.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,551.88,4.0,33.49,0.75,0.38
26.50611,100,232.741143,0.25,1.0,26.51,0.0,100.0,0.0,100.0,0.0,0.0,0.0,670.0,7.94,18.38,0.75,0.93
25.0,100,235.789575,0.25,3.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,629.34,16.0,10.63,0.75,0.59
25.0,100,238.92578,0.25,1.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,478.85,4.0,38.57,0.75,0.94
25.0,100,241.010145,0.25,3.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,559.35,8.0,18.34,0.75,1.01
3.2684639,100,243.495287,0.25,1.0,3.27,0.28,72.0,28.0,72.0,0.0,0.0,0.0,647.09,1.0,25.7,0.75,0.51
25.0,100,245.97235,0.25,1.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,700.67,16.0,9.74,0.75,0.62
36.710773,100,247.827154,0.51,1.0,36.71,0.0,100.0,0.0,100.0,0.0,0.0,0.0,514.62,6.16,29.24,0.49,0.62
19.125738,100,250.026148,0.26,2.0,19.13,0.07,93.0,7.0,93.0,0.0,0.0,0.0,629.64,2.15,32.74,0.74,0.61
25.194126,100,252.670234,0.25,2.0,25.19,0.01,99.0,1.0,99.0,0.0,0.0,0.0,654.46,15.85,10.51,0.75,0.73
24.572662,100,254.890231,0.25,0.0,24.57,0.01,99.0,1.0,99.0,0.0,0.0,0.0,609.45,7.93,21.23,0.75,0.76
18.656975,100,257.175422,0.46,1.0,18.66,0.18,82.0,18.0,82.0,0.0,0.0,0.0,476.55,4.5,22.5,0.54,0.63
26.737013,100,258.748287,0.25,0.0,26.74,0.0,100.0,0.0,100.0,0.0,0.0,0.0,561.92,8.0,20.22,0.75,0.6
