episode,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_ffd,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
1,0.0,0.0,100.0,0.0,100.0,0.0,410.55,16.0,18.77,0.75,0.07
2,-46.0,0.73,27.0,73.0,27.0,0.0,428.95,1.0,39.54,0.75,0.05
3,21.8,0.37,63.0,37.0,63.0,0.0,415.72,2.0,36.34,0.75,0.06
4,58.0,0.8,20.0,80.0,20.0,0.0,331.77,1.0,35.26,0.75,0.06
5,53.33,0.0,100.0,0.0,100.0,0.0,411.41,8.0,42.66,0.75,0.07
6,-7.2,0.52,48.0,52.0,48.0,0.0,304.75,2.0,44.3,0.75,0.06
7,11.6,0.38,62.0,38.0,62.0,0.0,555.45,4.0,41.59,0.75,0.06
8,53.33,0.0,100.0,0.0,100.0,0.0,326.31,8.0,42.94,0.75,0.07
9,0.0,0.0,100.0,0.0,100.0,0.0,465.17,16.0,17.54,0.75,0.07
10,53.33,0.0,100.0,0.0,100.0,0.0,324.88,8.0,42.22,0.75,0.07
11,62.67,0.5,50.0,50.0,50.0,0.0,400.65,2.0,43.82,0.75,0.06
12,0.0,0.0,100.0,0.0,100.0,0.0,500.12,16.0,18.94,0.75,0.07
13,-3.33,0.5,50.0,50.0,50.0,0.0,315.96,2.0,43.43,0.75,0.07
14,53.33,0.0,100.0,0.0,100.0,0.0,418.31,8.0,43.59,0.75,0.07
15,54.67,0.5,50.0,50.0,50.0,0.0,450.39,2.0,49.15,0.75,0.06
16,0.0,0.0,100.0,0.0,100.0,0.0,462.87,16.0,19.77,0.75,0.08
17,-1.0,0.45,55.0,45.0,55.0,0.0,401.8,4.0,48.66,0.75,0.06
18,-2.8,0.46,54.0,46.0,54.0,0.0,559.64,4.0,52.34,0.75,0.06
19,4.4,0.42,58.0,42.0,58.0,0.0,288.36,4.0,49.41,0.75,0.06
20,72.53,0.48,52.0,48.0,52.0,0.0,567.52,2.0,41.27,0.75,0.06
21,96.8,0.52,48.0,52.0,48.0,0.0,477.82,2.0,44.69,0.75,0.06
22,0.0,0.0,100.0,0.0,100.0,0.0,588.26,16.0,20.86,0.75,0.07
23,0.0,0.0,100.0,0.0,100.0,0.0,435.27,16.0,20.33,0.75,0.08
24,-60.0,0.8,20.0,80.0,20.0,0.0,260.47,1.0,32.6,0.75,0.06
25,80.8,0.34,66.0,34.0,66.0,0.0,462.18,4.0,45.37,0.75,0.06
26,0.0,0.0,100.0,0.0,100.0,0.0,287.5,16.0,17.97,0.75,0.07
27,11.6,0.38,62.0,38.0,62.0,0.0,330.91,4.0,50.43,0.75,0.07
28,0.8,0.44,56.0,44.0,56.0,0.0,306.19,4.0,49.72,0.75,0.06
29,2.47,0.47,53.0,47.0,53.0,0.0,400.94,2.0,36.59,0.75,0.06
30,-48.0,0.74,26.0,74.0,26.0,0.0,704.7,1.0,31.34,0.75,0.05
