1,-27.17,0.5,50.0,182.69,5.78,10.65,0.55,0.68

1,-47.74,0.64,36.0,198.06,5.94,10.94,0.55,0.68
2,-17.14,0.45,55.0,255.17,12.84,11.14,0.5,0.69
2,-34.86,0.54,46.0,242.41,13.56,7.04,0.59,0.69
2,-20.45,0.46,54.0,253.3,12.92,9.39,0.53,0.7

2,-30.43,0.51,49.0,235.06,13.91,6.78,0.6,0.7
2,-30.35,0.52,48.0,273.37,12.76,8.74,0.48,0.7
3,-26.97,0.49,51.0,278.89,13.22,9.19,0.59,0.52
3,-29.5,0.49,51.0,281.08,13.09,8.7,0.59,0.52
4,-36.97,0.54,46.0,385.87,12.42,10.11,0.62,1.33
4,-36.57,0.55,45.0,396.2,12.26,10.37,0.59,1.33
5,-18.07,0.48,52.0,403.83,11.41,8.69,0.43,1.16
5,-39.0,0.62,38.0,454.41,10.69,11.56,0.4,1.16

,-24.94,0.51,49.0,425.98,12.15,7.7,0.49,1.16
6,-5.87,0.44,56.0,271.43,8.23,16.68,0.27,0.71
6,-3.69,0.43,57.0,290.24,8.0,18.43,0.31,0.71

6,-5.53,0.42,58.0,269.92,8.61,17.51,0.32,0.71
7,-6.11,0.42,58.0,303.8,8.02,19.1,0.37,1.0
0
7,-5.63,0.43,57.0,292.21,8.16,17.14,0.32,1.0

8,43.85,0.21,79.0,248.37,2.68,38.94,0.12,0.88
8,41.94,0.22,78.0,240.66,2.72,35.71,0.14,0.88
8,28.76,0.29,71.0,287.83,2.6,34.88,0.17,0.88
9,-17.17,0.47,53.0,493.99,9.69,19.7,0.44,0.92

9,2.77,0.38,62.0,518.3,9.42,22.29,0.34,0.92

9,-6.54,0.42,58.0,400.38,10.52,16.15,0.41,0.92
10,57.29,0.15,85.0,394.16,4.11,31.83,0.08,1.1110,26.62,0.32,68.0,432.35,4.87,25.92,0.15,1.11
11,28.3,0.27,73.0,438.08,4.96,34.62,0.15,0.88

11,24.87,0.16,84.0,407.8,4.83,41.81,0.48,0.88

11,31.88,0.18,82.0,405.23,4.96,40.1,0.43,0.88

12,42.34,0.15,85.0,413.36,2.35,39.83,0.24,0.74
12,43.5,0.17,83.0,403.13,2.32,39.67,0.27,0.74
12,53.21,0.13,87.0,398.08,2.57,39.0,0.23,0.74
12,54.21,0.14,86.0,421.91,2.47,39.99,0.22,0.74
13,14.7,0.35,65.0,455.46,3.63,25.6,0.13,0.75


13,34.96,0.25,75.0,494.35,5.09,26.6,0.04,0.75
13,24.1,0.31,69.0,584.03,4.03,26.8,0.2,0.75
13,29.53,0.26,74.0,480.05,5.1,26.95,0.19,0.75
14,56.78,0.08,92.0,227.69,4.18,26.0,0.26,1.26
4,59.14,0.07,93.0,205.77,3.72,26.21,0.22,1.26
14,41.06,0.19,81.0,325.13,4.6,23.43,0.22,1.26
14,51.1,0.16,84.0,353.94,4.06,26.4,0.24,1.26
14,57.0,0.12,88.0,232.47,5.22,21.25,0.11,1.27
14,42.07,0.21,79.0,302.01,3.82,22.39,0.21,1.26
15,23.37,0.23,77.0,423.71,2.05,35.43,0.36,0.64
15,37.42,0.15,85.0,523.61,3.02,33.96,0.36,0.64
15,37.31,0.15,85.0,415.72,2.68,34.36,0.32,0.64
15,19.51,0.21,79.0,520.56,3.22,35.37,0.4,0.64
16,34.5,0.13,87.0,532.04,3.87,37.15,0.43,1.34
16,51.91,0.08,92.0,550.64,4.09,36.67,0.4,1.34

17,37.9,0.22,78.0,426.41,3.21,30.58,0.25,0.58
17,29.61,0.21,79.0,450.47,3.78,27.73,0.33,0.59
17,35.49,0.18,82.0,425.0,3.46,27.88,0.28,0.59
18,32.02,0.17,83.0,370.13,3.29,29.96,0.44,1.0118,21.91,0.21,79.0,367.44,3.36,30.38,0.46,1.01
