episode,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_ffd,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
1,-84.53,0.92,8.0,92.0,8.0,0.0,178.25,2.0,46.94,0.75,0.19
2,53.33,0.0,100.0,0.0,100.0,0.0,525.55,8.0,67.04,0.75,0.25
3,-68.0,0.84,16.0,84.0,16.0,0.0,405.95,1.0,40.67,0.75,0.18
4,0.0,0.0,100.0,0.0,100.0,0.0,401.51,16.0,32.06,0.75,0.26
5,53.33,0.0,100.0,0.0,100.0,0.0,487.6,8.0,70.94,0.75,0.21
6,-70.0,0.85,15.0,85.0,15.0,0.0,568.42,1.0,43.38,0.75,0.15
7,80.0,0.87,13.0,87.0,13.0,0.0,203.55,1.0,40.48,0.75,0.16
8,-72.0,0.86,14.0,86.0,14.0,0.0,311.07,1.0,43.91,0.75,0.12
9,53.33,0.0,100.0,0.0,100.0,0.0,290.38,8.0,65.98,0.75,0.3
10,-38.8,0.66,34.0,66.0,34.0,0.0,718.21,4.0,32.57,0.75,0.18
11,0.0,0.0,100.0,0.0,100.0,0.0,503.29,16.0,32.9,0.75,0.27
12,-74.87,0.87,13.0,87.0,13.0,0.0,597.88,2.0,47.42,0.75,0.18
13,72.0,0.85,15.0,85.0,15.0,0.0,379.79,1.0,49.31,0.75,0.21
14,0.0,0.0,100.0,0.0,100.0,0.0,347.18,16.0,31.26,0.75,0.26
15,53.33,0.0,100.0,0.0,100.0,0.0,138.29,8.0,64.19,0.75,0.31
16,-84.53,0.92,8.0,92.0,8.0,0.0,354.49,2.0,44.7,0.75,0.16
17,53.33,0.0,100.0,0.0,100.0,0.0,662.85,8.0,57.2,0.75,0.18
18,0.0,0.0,100.0,0.0,100.0,0.0,346.89,16.0,32.71,0.75,0.2
19,53.33,0.0,100.0,0.0,100.0,0.0,229.42,8.0,66.23,0.75,0.18
20,-47.8,0.71,29.0,71.0,29.0,0.0,368.74,4.0,23.79,0.75,0.13
21,96.2,0.81,19.0,81.0,19.0,0.0,257.19,4.0,34.43,0.75,0.21
