episode,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
233,69.65,0.0,100.0,304.17,8.0,19.5,0.75,0.11
234,37.73,0.0,100.0,623.08,2.11,35.97,0.5,0.1
235,51.47,0.0,100.0,485.84,2.96,27.79,0.57,0.09
236,73.19,0.0,100.0,268.81,4.0,36.06,0.75,0.09
237,56.02,0.0,100.0,440.32,4.0,41.18,0.75,0.1
238,48.35,0.0,100.0,517.0,2.18,47.37,0.68,0.2
239,55.09,0.0,100.0,449.65,4.0,41.55,0.75,0.23
240,78.54,0.0,100.0,215.34,8.0,16.64,0.75,0.23
241,61.38,0.0,100.0,386.79,2.12,35.13,0.73,0.22
242,48.51,0.0,100.0,515.36,4.0,36.38,0.75,0.26
243,72.99,0.0,100.0,270.84,2.96,29.66,0.55,0.22
244,68.19,0.0,100.0,318.79,2.24,41.19,0.65,0.26
245,49.98,0.0,100.0,500.7,8.0,19.59,0.75,0.24
246,69.03,0.0,100.0,310.37,2.56,34.83,0.72,0.26
247,40.44,0.0,100.0,595.99,4.0,38.77,0.75,0.24
248,52.03,0.0,100.0,480.23,2.16,41.51,0.69,0.23
249,77.27,0.0,100.0,228.09,2.1,41.17,0.71,0.24
250,55.62,0.0,100.0,444.39,2.08,35.61,0.71,0.34
251,53.92,0.0,100.0,461.3,1.87,37.02,0.54,0.36
252,53.13,0.0,100.0,469.22,2.42,40.3,0.73,0.28
253,74.39,0.0,100.0,256.83,2.56,39.74,0.72,0.12
254,73.55,0.0,100.0,265.21,2.17,38.13,0.51,0.28
255,60.12,0.05,95.0,420.32,2.0,38.52,0.75,0.32
256,36.44,0.0,100.0,635.98,2.09,36.39,0.44,0.17
257,66.27,0.0,100.0,337.96,1.51,37.14,0.62,0.12
258,40.25,0.0,100.0,597.92,1.77,37.5,0.49,0.1
259,66.69,0.0,100.0,333.79,4.0,39.36,0.75,0.31
260,82.18,0.0,100.0,179.01,2.42,36.43,0.7,0.23
261,65.58,0.0,100.0,344.84,3.17,33.94,0.54,0.19
262,49.15,0.0,100.0,509.0,2.84,32.1,0.7,0.17
263,61.57,0.0,100.0,384.96,4.0,38.48,0.75,0.12
264,61.66,0.0,100.0,384.04,2.7,33.44,0.71,0.12
265,55.12,0.0,100.0,449.36,4.0,39.44,0.75,0.1
266,51.7,0.0,100.0,483.53,2.42,32.66,0.72,0.15
267,77.31,0.0,100.0,227.7,4.0,39.37,0.75,0.18
268,66.77,0.0,100.0,332.97,2.24,37.97,0.72,0.32
269,78.18,0.0,100.0,218.98,2.24,34.66,0.72,0.18
270,56.51,0.0,100.0,435.44,4.0,37.03,0.75,0.26
271,83.93,0.0,100.0,161.57,4.0,38.09,0.75,0.14
272,46.81,0.0,100.0,532.38,3.31,31.82,0.53,0.09
273,40.94,0.0,100.0,591.03,2.54,34.19,0.68,0.09
274,35.1,0.0,100.0,649.39,5.5,22.06,0.55,0.07
275,60.74,0.0,100.0,393.23,2.56,38.63,0.72,0.07
276,46.05,0.0,100.0,539.92,4.0,40.4,0.75,0.07
277,50.56,0.0,100.0,494.95,8.0,19.93,0.75,0.1
278,41.05,0.0,100.0,589.95,2.2,39.84,0.67,0.07
279,71.63,0.04,96.0,296.22,1.3,33.61,0.48,0.09
280,76.16,0.0,100.0,239.15,2.24,37.05,0.71,0.09
281,43.32,0.0,100.0,567.24,4.0,39.25,0.75,0.08
282,48.98,0.0,100.0,510.64,1.78,39.21,0.51,0.07
